timestamp,workpiece_x,status,cycle_time
1774795031.6420617,-0.022,Painting,2.4
1774795031.6463778,-0.02,Painting,2.41
1774795031.6507142,-0.018,Painting,2.41
1774795031.655055,-0.016,Painting,2.42
1774795031.659394,-0.014,Painting,2.42
1774795031.6637325,-0.012,Painting,2.42
1774795031.6680734,-0.01,Painting,2.43
1774795031.672456,-0.008,Painting,2.43
1774795031.6767797,-0.006,Painting,2.44
1774795031.6811075,-0.004,Painting,2.44
1774795031.6854453,-0.002,Painting,2.45
1774795031.6897917,0.0,Painting,2.45
1774795031.6941352,0.002,Painting,2.45
1774795031.6984947,0.004,Painting,2.46
1774795031.7028117,0.006,Painting,2.46
1774795031.7071197,0.008,Painting,2.47
1774795031.7114642,0.01,Painting,2.47
1774795031.715827,0.012,Painting,2.48
1774795031.720169,0.014,Painting,2.48
1774795031.724507,0.016,Painting,2.48
1774795031.7288375,0.018,Painting,2.49
1774795031.7331963,0.02,Painting,2.49
1774795031.737623,0.022,Painting,2.5
1774795031.7420065,0.024,Painting,2.5
1774795031.7464478,0.026,Painting,2.51
1774795031.7509358,0.028,Painting,2.51
1774795031.7553108,0.03,Painting,2.52
1774795031.7597537,0.032,Painting,2.52
1774795031.7641604,0.034,Painting,2.52
1774795031.7685306,0.036,Painting,2.53
1774795031.7729065,0.038,Painting,2.53
1774795031.777308,0.04,Painting,2.54
1774795031.7816784,0.042,Painting,2.54
1774795031.786088,0.044,Painting,2.55
1774795031.7905016,0.046,Painting,2.55
1774795031.7948782,0.048,Painting,2.56
1774795031.799209,0.05,Painting,2.56
1774795031.8035557,0.052,Painting,2.56
1774795031.8078911,0.054,Painting,2.57
1774795031.8122485,0.056,Painting,2.57
1774795031.8165736,0.058,Painting,2.58
1774795031.820911,0.06,Painting,2.58
1774795031.825262,0.062,Painting,2.59
1774795031.829571,0.064,Painting,2.59
1774795031.8339097,0.066,Painting,2.59
1774795031.8382454,0.068,Painting,2.6
1774795031.842552,0.07,Painting,2.6
1774795031.846893,0.072,Painting,2.61
1774795031.8512142,0.074,Painting,2.61
1774795031.8554804,0.076,Painting,2.62
1774795031.8598952,0.078,Painting,2.62
1774795031.8642325,0.08,Painting,2.62
1774795031.8685575,0.082,Painting,2.63
1774795031.8778508,0.084,Painting,2.64
1774795031.8821883,0.086,Painting,2.64
1774795031.8864765,0.088,Painting,2.65
1774795031.8908665,0.09,Painting,2.65
1774795031.8952174,0.092,Painting,2.66
1774795031.8995454,0.094,Painting,2.66
1774795031.9038515,0.096,Painting,2.66
1774795031.9081998,0.098,Painting,2.67
1774795031.9125156,0.1,Painting,2.67
1774795031.9168463,0.102,Painting,2.68
1774795031.9211674,0.104,Painting,2.68
1774795031.9254925,0.106,Painting,2.69
1774795031.9298613,0.108,Painting,2.69
1774795031.9341958,0.11,Painting,2.69
1774795031.9384627,0.112,Painting,2.7
1774795031.9428213,0.114,Painting,2.7
1774795031.9471467,0.116,Painting,2.71
1774795031.9514642,0.118,Painting,2.71
1774795031.9557946,0.12,Painting,2.72
1774795031.9601202,0.122,Painting,2.72
1774795031.96443,0.124,Painting,2.72
1774795031.9687304,0.126,Painting,2.73
1774795031.973098,0.128,Painting,2.73
1774795031.977453,0.13,Painting,2.74
1774795031.9818099,0.132,Painting,2.74
1774795031.9861639,0.134,Painting,2.75
1774795031.990481,0.136,Painting,2.75
1774795031.9948392,0.138,Painting,2.76
1774795031.9991841,0.14,Painting,2.76
1774795032.003483,0.142,Painting,2.76
1774795032.007847,0.144,Painting,2.77
1774795032.0122223,0.146,Painting,2.77
1774795032.0165849,0.148,Painting,2.78
1774795032.0209286,0.15,Painting,2.78
1774795032.025256,0.152,Painting,2.79
1774795032.0296714,0.154,Painting,2.79
1774795032.0340421,0.156,Painting,2.79
1774795032.0384486,0.158,Painting,2.8
1774795032.042868,0.16,Painting,2.8
1774795032.0472724,0.162,Painting,2.81
1774795032.051685,0.164,Painting,2.81
1774795032.0560505,0.166,Painting,2.82
1774795032.060461,0.168,Painting,2.82
1774795032.0648808,0.17,Painting,2.83
1774795032.0692754,0.172,Painting,2.83
1774795032.0736668,0.174,Painting,2.83
1774795032.0780418,0.176,Painting,2.84
1774795032.0824983,0.178,Painting,2.84
1774795032.0869095,0.18,Painting,2.85
1774795032.0912783,0.182,Painting,2.85
1774795032.095635,0.184,Painting,2.86
1774795032.0999863,0.186,Painting,2.86
1774795032.1043153,0.188,Painting,2.86
1774795032.1086605,0.19,Painting,2.87
1774795032.1130044,0.192,Painting,2.87
1774795032.117352,0.194,Painting,2.88
1774795032.121702,0.196,Painting,2.88
1774795032.1260364,0.198,Painting,2.89
1774795032.1303773,0.2,Painting,2.89
1774795032.13472,0.202,Painting,2.89
1774795032.139068,0.204,Painting,2.9
1774795032.1433995,0.206,Painting,2.9
1774795032.1477306,0.208,Painting,2.91
1774795032.1520545,0.21,Painting,2.91
1774795032.1564112,0.212,Painting,2.92
1774795032.1607409,0.214,Painting,2.92
1774795032.1650798,0.216,Painting,2.93
1774795032.169434,0.218,Painting,2.93
1774795032.1737473,0.22,Painting,2.93
1774795032.1780808,0.222,Painting,2.94
1774795032.1824229,0.224,Painting,2.94
1774795032.1867402,0.226,Painting,2.95
1774795032.1910794,0.228,Painting,2.95
1774795032.195441,0.23,Painting,2.96
1774795032.1997974,0.232,Painting,2.96
1774795032.2041125,0.234,Painting,2.96
1774795032.208441,0.236,Painting,2.97
1774795032.21276,0.238,Painting,2.97
1774795032.2170806,0.24,Painting,2.98
1774795032.2214494,0.242,Painting,2.98
1774795032.2257981,0.244,Painting,2.99
1774795032.2301614,0.246,Painting,2.99
1774795032.2345407,0.248,Painting,2.99
1774795032.2388763,0.25,Painting,3.0
1774795032.2432318,0.252,Painting,3.0
1774795032.247559,0.254,Painting,3.01
1774795032.2518969,0.256,Painting,3.01
1774795032.2562494,0.258,Painting,3.02
1774795032.2605817,0.26,Painting,3.02
1774795032.2649097,0.262,Painting,3.03
1774795032.2692592,0.264,Painting,3.03
1774795032.2736104,0.266,Painting,3.03
1774795032.2779856,0.268,Painting,3.04
1774795032.28235,0.27,Painting,3.04
1774795032.2866788,0.272,Painting,3.05
1774795032.2910085,0.274,Painting,3.05
1774795032.2953324,0.276,Painting,3.06
1774795032.2996795,0.278,Painting,3.06
1774795032.3040068,0.28,Painting,3.06
1774795032.3083355,0.282,Painting,3.07
1774795032.318333,0.284,Painting,3.08
1774795032.3227158,0.286,Painting,3.08
1774795032.3270423,0.288,Painting,3.09
1774795032.331386,0.29,Painting,3.09
1774795032.3357277,0.292,Painting,3.1
1774795032.3400695,0.294,Painting,3.1
1774795032.3444293,0.296,Painting,3.1
1774795032.3487933,0.298,Painting,3.11
1774795032.3531368,0.3,Moving on Conveyor,3.11
1774795032.3574698,0.315,Moving on Conveyor,3.12
1774795032.3618302,0.33,Moving on Conveyor,3.12
1774795032.3661995,0.345,Moving on Conveyor,3.13
1774795032.3705182,0.36,Moving on Conveyor,3.13
1774795032.3748662,0.375,Moving on Conveyor,3.14
1774795032.3791957,0.39,Moving on Conveyor,3.14
1774795032.383529,0.405,Moving on Conveyor,3.14
1774795032.3878477,0.42,Moving on Conveyor,3.15
1774795032.3922033,0.435,Moving on Conveyor,3.15
1774795032.3965573,0.45,Moving on Conveyor,3.16
1774795032.400885,0.465,Moving on Conveyor,3.16
1774795032.4051988,0.48,Moving on Conveyor,3.17
1774795032.4095545,0.495,Moving on Conveyor,3.17
1774795032.4138916,0.51,Moving on Conveyor,3.17
1774795032.4182181,0.525,Moving on Conveyor,3.18
1774795032.4225748,0.54,Moving on Conveyor,3.18
1774795032.4269187,0.555,Moving on Conveyor,3.19
1774795032.4312382,0.57,Moving on Conveyor,3.19
1774795032.435548,0.585,Moving on Conveyor,3.2
1774795032.43989,0.6,Moving on Conveyor,3.2
1774795032.4442134,0.615,Moving on Conveyor,3.2
1774795032.448542,0.63,Moving on Conveyor,3.21
1774795032.4528615,0.645,Moving on Conveyor,3.21
1774795032.4571776,0.66,Moving on Conveyor,3.22
1774795032.4615653,0.675,Moving on Conveyor,3.22
1774795032.4659057,0.69,Moving on Conveyor,3.23
1774795032.4702516,0.705,Moving on Conveyor,3.23
1774795032.4745755,0.72,Moving on Conveyor,3.23
1774795032.4789062,0.735,Moving on Conveyor,3.24
1774795032.4832234,0.75,Moving on Conveyor,3.24
1774795032.487541,0.765,Moving on Conveyor,3.25
1774795032.4918966,0.78,Moving on Conveyor,3.25
1774795032.4962206,0.795,Moving on Conveyor,3.26
1774795032.5005393,0.81,Moving on Conveyor,3.26
1774795032.5048642,0.825,Moving on Conveyor,3.27
1774795032.5092316,0.84,Moving on Conveyor,3.27
1774795032.513564,0.855,Moving on Conveyor,3.27
1774795032.517909,0.87,Moving on Conveyor,3.28
1774795032.522247,0.885,Moving on Conveyor,3.28
1774795032.5266318,0.9,Moving on Conveyor,3.29
1774795032.5309858,0.915,Moving on Conveyor,3.29
1774795032.5353365,0.93,Moving on Conveyor,3.3
1774795032.5396743,0.945,Moving on Conveyor,3.3
1774795032.544024,0.96,Moving on Conveyor,3.3
1774795032.5484264,0.975,Moving on Conveyor,3.31
1774795032.5527663,0.99,Moving on Conveyor,3.31
1774795032.5571086,1.005,Moving on Conveyor,3.32
1774795032.5614784,1.02,Moving on Conveyor,3.32
1774795032.5658388,1.035,Moving on Conveyor,3.33
1774795032.5701568,1.05,Moving on Conveyor,3.33
1774795032.5744781,1.065,Moving on Conveyor,3.33
1774795032.578829,1.08,Moving on Conveyor,3.34
1774795032.5831535,1.095,Moving on Conveyor,3.34
1774795032.5874941,1.11,Moving on Conveyor,3.35
1774795032.5918257,1.125,Moving on Conveyor,3.35
1774795032.596173,1.14,Moving on Conveyor,3.36
1774795032.6005144,1.155,Moving on Conveyor,3.36
1774795032.604869,1.17,Moving on Conveyor,3.37
1774795032.6091802,1.185,Moving on Conveyor,3.37
1774795032.6135566,1.2,Moving on Conveyor,3.37
1774795032.6178977,1.215,Moving on Conveyor,3.38
1774795032.6222272,1.23,Moving on Conveyor,3.38
1774795032.6265612,1.245,Moving on Conveyor,3.39
1774795032.6308813,1.26,Moving on Conveyor,3.39
1774795032.63522,1.275,Moving on Conveyor,3.4
1774795032.6395626,1.29,Moving on Conveyor,3.4
1774795032.643897,1.305,Moving on Conveyor,3.4
1774795032.648223,1.32,Moving on Conveyor,3.41
1774795032.652534,1.335,Moving on Conveyor,3.41
1774795032.6568587,1.35,Moving on Conveyor,3.42
1774795032.6612084,1.365,Moving on Conveyor,3.42
1774795032.6655831,1.38,Moving on Conveyor,3.43
1774795032.6699255,1.395,Moving on Conveyor,3.43
1774795032.6742558,1.41,Moving on Conveyor,3.43
1774795032.6785965,1.425,Moving on Conveyor,3.44
1774795032.6829555,1.44,Moving on Conveyor,3.44
1774795032.6873097,1.455,Moving on Conveyor,3.45
1774795032.6916478,1.47,Moving on Conveyor,3.45
1774795032.6959848,1.485,Moving on Conveyor,3.46
1774795032.7003345,1.5,Moving on Conveyor,3.46
1774795032.7046826,1.515,Moving on Conveyor,3.46
1774795032.70902,1.53,Moving on Conveyor,3.47
1774795032.7133386,1.545,Moving on Conveyor,3.47
1774795032.7176454,1.56,Moving on Conveyor,3.48
1774795032.7220037,1.575,Moving on Conveyor,3.48
1774795032.7263446,1.59,Moving on Conveyor,3.49
1774795032.7306967,1.605,Moving on Conveyor,3.49
1774795032.7350523,1.62,Moving on Conveyor,3.5
1774795032.7394066,1.635,Moving on Conveyor,3.5
1774795032.7437956,1.65,Moving on Conveyor,3.5
1774795032.748266,1.665,Moving on Conveyor,3.51
1774795032.7584832,1.68,Moving on Conveyor,3.52
1774795032.76298,1.695,Moving on Conveyor,3.52
1774795032.7674565,1.71,Inspection,3.53
1774795032.7718983,1.712,Inspection,3.53
1774795032.7762825,1.714,Inspection,3.54
1774795032.7806494,1.716,Inspection,3.54
1774795032.7850363,1.718,Inspection,3.55
1774795032.7893784,1.72,Inspection,3.55
1774795032.7937284,1.722,Inspection,3.55
1774795032.7980714,1.724,Inspection,3.56
1774795032.8024292,1.726,Inspection,3.56
1774795032.8068333,1.728,Inspection,3.57
1774795032.8112082,1.73,Inspection,3.57
1774795032.8156004,1.732,Inspection,3.58
1774795032.8199146,1.734,Inspection,3.58
1774795032.8242173,1.736,Inspection,3.58
1774795032.828554,1.738,Inspection,3.59
1774795032.8328931,1.74,Inspection,3.59
1774795032.8372319,1.742,Inspection,3.6
1774795032.841571,1.744,Inspection,3.6
1774795032.845927,1.746,Inspection,3.61
1774795032.8502526,1.748,Inspection,3.61
1774795032.8545828,1.75,Inspection,3.61
1774795032.8589292,1.752,Inspection,3.62
1774795032.8632624,1.754,Inspection,3.62
1774795032.867635,1.756,Inspection,3.63
1774795032.8719707,1.758,Inspection,3.63
1774795032.8763134,1.76,Inspection,3.64
1774795032.8806434,1.762,Inspection,3.64
1774795032.8850293,1.764,Inspection,3.65
1774795032.889379,1.766,Inspection,3.65
1774795032.8937185,1.768,Inspection,3.65
1774795032.8980353,1.77,Inspection,3.66
1774795032.9023695,1.772,Inspection,3.66
1774795032.9067178,1.774,Inspection,3.67
1774795032.9110546,1.776,Inspection,3.67
1774795032.915368,1.778,Inspection,3.68
1774795032.9197154,1.78,Inspection,3.68
1774795032.924019,1.782,Inspection,3.68
1774795032.928344,1.784,Inspection,3.69
1774795032.932689,1.786,Inspection,3.69
1774795032.9370394,1.788,Inspection,3.7
1774795032.9413867,1.79,Inspection,3.7
1774795032.945695,1.792,Inspection,3.71
1774795032.950048,1.794,Inspection,3.71
1774795032.954376,1.796,Inspection,3.71
1774795032.958708,1.798,Inspection,3.72
1774795032.9630313,1.8,Inspection,3.72
1774795032.9673572,1.802,Inspection,3.73
1774795032.9717097,1.804,Inspection,3.73
1774795032.9760647,1.806,Inspection,3.74
1774795032.9803965,1.808,Inspection,3.74
1774795032.9847388,1.81,Inspection,3.74
1774795032.9890962,1.812,Inspection,3.75
1774795032.9934397,1.814,Inspection,3.75
1774795032.9977772,1.816,Inspection,3.76
1774795033.0021114,1.818,Inspection,3.76
1774795033.0064387,1.82,Inspection,3.77
1774795033.0107977,1.822,Inspection,3.77
1774795033.0151374,1.824,Inspection,3.78
1774795033.0194674,1.826,Inspection,3.78
1774795033.023819,1.828,Inspection,3.78
1774795033.0281205,1.83,Inspection,3.79
1774795033.0325549,1.832,Inspection,3.79
1774795033.0369055,1.834,Inspection,3.8
1774795033.0412223,1.836,Inspection,3.8
1774795033.0455554,1.838,Inspection,3.81
1774795033.0498815,1.84,Inspection,3.81
1774795033.0542052,1.842,Inspection,3.81
1774795033.058552,1.844,Inspection,3.82
1774795033.0628796,1.846,Inspection,3.82
1774795033.067268,1.848,Inspection,3.83
1774795033.0716624,1.85,Inspection,3.83
1774795033.0760486,1.852,Inspection,3.84
1774795033.08047,1.854,Inspection,3.84
1774795033.0848637,1.856,Inspection,3.85
1774795033.089275,1.858,Inspection,3.85
1774795033.0936494,1.86,Inspection,3.85
1774795033.098026,1.862,Inspection,3.86
1774795033.1024003,1.864,Inspection,3.86
1774795033.1067836,1.866,Inspection,3.87
1774795033.111159,1.868,Inspection,3.87
1774795033.1155362,1.87,Inspection,3.88
1774795033.1199274,1.872,Inspection,3.88
1774795033.1243157,1.874,Inspection,3.88
1774795033.128652,1.876,Inspection,3.89
1774795033.1330159,1.878,Inspection,3.89
1774795033.137345,1.88,Inspection,3.9
1774795033.1416752,1.882,Inspection,3.9
1774795033.1460197,1.884,Inspection,3.91
1774795033.1503596,1.886,Inspection,3.91
1774795033.1546957,1.888,Inspection,3.91
1774795033.159049,1.89,Inspection,3.92
1774795033.1633985,1.892,Inspection,3.92
1774795033.1677616,1.894,Inspection,3.93
1774795033.1721125,1.896,Inspection,3.93
1774795033.1764865,1.898,Inspection,3.94
1774795033.180826,1.9,Inspection,3.94
1774795033.1851573,1.902,Inspection,3.95
1774795033.1894794,1.904,Inspection,3.95
1774795033.2004685,1.906,Inspection,3.96
1774795033.2048533,1.908,Inspection,3.97
1774795033.2091959,1.91,Inspection,3.97
1774795033.2134795,1.912,Inspection,3.97
1774795033.2178411,1.914,Inspection,3.98
1774795033.2221975,1.916,Inspection,3.98
1774795033.2265522,1.918,Inspection,3.99
1774795033.230885,1.92,Inspection,3.99
1774795033.2352471,1.922,Inspection,4.0
1774795033.2395868,1.924,Inspection,4.0
1774795033.2439418,1.926,Inspection,4.0
1774795033.2482681,1.928,Inspection,4.01
1774795033.2526426,1.93,Inspection,4.01
1774795033.2569866,1.932,Inspection,4.02
1774795033.2613158,1.934,Inspection,4.02
1774795033.2656496,1.936,Inspection,4.03
1774795033.2699726,1.938,Inspection,4.03
1774795033.2743316,1.94,Inspection,4.03
1774795033.278701,1.942,Inspection,4.04
1774795033.2830236,1.944,Inspection,4.04
1774795033.2873664,1.946,Inspection,4.05
1774795033.2917519,1.948,Inspection,4.05
1774795033.2961013,1.95,Inspection,4.06
1774795033.3004642,1.952,Inspection,4.06
1774795033.3048239,1.954,Inspection,4.07
1774795033.3091607,1.956,Inspection,4.07
1774795033.3135087,1.958,Inspection,4.07
1774795033.3178444,1.96,Inspection,4.08
1774795033.3221745,1.962,Inspection,4.08
1774795033.3265226,1.964,Inspection,4.09
1774795033.3308902,1.966,Inspection,4.09
1774795033.3352382,1.968,Inspection,4.1
1774795033.3395836,1.97,Inspection,4.1
1774795033.3439324,1.972,Inspection,4.1
1774795033.3482847,1.974,Inspection,4.11
1774795033.352615,1.976,Inspection,4.11
1774795033.3569493,1.978,Inspection,4.12
1774795033.3612835,1.98,Inspection,4.12
1774795033.3656118,1.982,Inspection,4.13
1774795033.3699632,1.984,Inspection,4.13
1774795033.3743525,1.986,Inspection,4.13
1774795033.3787239,1.988,Inspection,4.14
1774795033.3830774,1.99,Inspection,4.14
1774795033.3874052,1.992,Inspection,4.15
1774795033.3917773,1.994,Inspection,4.15
1774795033.3961,1.996,Inspection,4.16
1774795033.4004061,1.998,Inspection,4.16
1774795033.4047632,2.0,Inspection,4.16
1774795033.409083,2.002,Inspection,4.17
1774795033.4135077,2.004,Inspection,4.17
1774795033.4178474,2.006,Inspection,4.18
1774795033.4222016,2.008,Inspection,4.18
1774795033.4265532,2.01,Inspection,4.19
1774795033.4308813,2.012,Inspection,4.19
1774795033.4352162,2.014,Inspection,4.2
1774795033.4395585,2.016,Inspection,4.2
1774795033.443926,2.018,Inspection,4.2
1774795033.4482553,2.02,Inspection,4.21
1774795033.4525976,2.022,Inspection,4.21
1774795033.4569492,2.024,Inspection,4.22
1774795033.461284,2.026,Inspection,4.22
1774795033.4656045,2.028,Inspection,4.23
1774795033.469934,2.03,Inspection,4.23
1774795033.4742754,2.032,Inspection,4.23
1774795033.478588,2.034,Inspection,4.24
1774795033.4829466,2.036,Inspection,4.24
1774795033.4873066,2.038,Inspection,4.25
1774795033.491639,2.04,Inspection,4.25
1774795033.4960396,2.042,Inspection,4.26
1774795033.5003626,2.044,Inspection,4.26
1774795033.5047238,2.046,Inspection,4.26
1774795033.5091157,2.048,Inspection,4.27
1774795033.5134735,2.05,Inspection,4.27
1774795033.5178263,2.052,Inspection,4.28
1774795033.5221581,2.054,Inspection,4.28
1774795033.5264745,2.056,Inspection,4.29
1774795033.5308356,2.058,Inspection,4.29
1774795033.5351949,2.06,Inspection,4.3
1774795033.5394824,2.062,Inspection,4.3
1774795033.5438192,2.064,Inspection,4.3
1774795033.5481398,2.066,Inspection,4.31
1774795033.5524635,2.068,Inspection,4.31
1774795033.5568008,2.07,Inspection,4.32
1774795033.5611312,2.072,Inspection,4.32
1774795033.5655513,2.074,Inspection,4.33
1774795033.5698955,2.076,Inspection,4.33
1774795033.5742295,2.078,Inspection,4.33
1774795033.578567,2.08,Inspection,4.34
1774795033.5828896,2.082,Inspection,4.34
1774795033.587254,2.084,Inspection,4.35
1774795033.5916233,2.086,Inspection,4.35
1774795033.5959854,2.088,Inspection,4.36
1774795033.6003606,2.09,Inspection,4.36
1774795033.6047282,2.092,Inspection,4.36
1774795033.609113,2.094,Inspection,4.37
1774795033.6134405,2.096,Inspection,4.37
1774795033.6177628,2.098,Inspection,4.38
1774795033.6221159,2.1,Inspection,4.38
1774795033.6264422,2.102,Inspection,4.39
1774795033.6307929,2.104,Inspection,4.39
1774795033.6424491,2.106,Inspection,4.4
1774795033.6468105,2.108,Inspection,4.41
1774795033.6512036,2.11,Inspection,4.41
1774795033.6555715,2.112,Inspection,4.42
1774795033.6599257,2.114,Inspection,4.42
1774795033.664294,2.116,Inspection,4.42
1774795033.6686442,2.118,Inspection,4.43
1774795033.6730278,2.12,Inspection,4.43
1774795033.6773894,2.122,Inspection,4.44
1774795033.6817338,2.124,Inspection,4.44
1774795033.6861377,2.126,Inspection,4.45
1774795033.6905262,2.128,Inspection,4.45
1774795033.6948597,2.13,Inspection,4.46
1774795033.6992137,2.132,Inspection,4.46
1774795033.7035472,2.134,Inspection,4.46
1774795033.7078736,2.136,Inspection,4.47
1774795033.7122908,2.138,Inspection,4.47
1774795033.7166426,2.14,Inspection,4.48
1774795033.7210543,2.142,Inspection,4.48
1774795033.7254608,2.144,Inspection,4.49
1774795033.729936,2.146,Inspection,4.49
1774795033.734353,2.148,Inspection,4.49
1774795033.7387788,2.15,Inspection,4.5
1774795033.7431781,2.152,Inspection,4.5
1774795033.7475626,2.154,Inspection,4.51
1774795033.7519293,2.156,Inspection,4.51
1774795033.756343,2.158,Inspection,4.52
1774795033.7607226,2.16,Inspection,4.52
1774795033.7650833,2.162,Inspection,4.53
1774795033.7694776,2.164,Inspection,4.53
1774795033.7738743,2.166,Inspection,4.53
1774795033.7782452,2.168,Inspection,4.54
1774795033.7826533,2.17,Inspection,4.54
1774795033.787024,2.172,Inspection,4.55
1774795033.791429,2.174,Inspection,4.55
1774795033.7958937,2.176,Inspection,4.56
1774795033.8002732,2.178,Inspection,4.56
1774795033.8046403,2.18,Inspection,4.56
1774795033.809031,2.182,Inspection,4.57
1774795033.8133657,2.184,Inspection,4.57
1774795033.8177469,2.186,Inspection,4.58
1774795033.8221934,2.188,Inspection,4.58
1774795033.826543,2.19,Inspection,4.59
1774795033.8309102,2.192,Inspection,4.59
1774795033.83528,2.194,Inspection,4.6
1774795033.8396354,2.196,Inspection,4.6
1774795033.8439949,2.198,Inspection,4.6
1774795033.8483517,2.2,Inspection,4.61
1774795033.8527112,2.202,Inspection,4.61
1774795033.8571303,2.204,Inspection,4.62
1774795033.8615036,2.206,Inspection,4.62
1774795033.8658595,2.208,Inspection,4.63
1774795033.870245,2.21,Inspection,4.63
1774795033.8745973,2.212,Inspection,4.63
1774795033.8789537,2.214,Inspection,4.64
1774795033.8833578,2.216,Inspection,4.64
1774795033.887748,2.218,Inspection,4.65
1774795033.8921027,2.22,Inspection,4.65
1774795033.8964818,2.222,Inspection,4.66
1774795033.900867,2.224,Inspection,4.66
1774795033.9052157,2.226,Inspection,4.67
1774795033.9095788,2.228,Inspection,4.67
1774795033.9139385,2.23,Inspection,4.67
1774795033.9182656,2.232,Inspection,4.68
1774795033.9226348,2.234,Inspection,4.68
1774795033.9270089,2.236,Inspection,4.69
1774795033.9313366,2.238,Inspection,4.69
1774795033.9356682,2.24,Inspection,4.7
1774795033.9400759,2.242,Inspection,4.7
1774795033.94444,2.244,Inspection,4.7
1774795033.9487925,2.246,Inspection,4.71
1774795033.9531562,2.248,Inspection,4.71
1774795033.957595,2.25,Inspection,4.72
1774795033.9619572,2.252,Inspection,4.72
1774795033.9663494,2.254,Inspection,4.73
1774795033.9707432,2.256,Inspection,4.73
1774795033.9751387,2.258,Inspection,4.74
1774795033.9795043,2.26,Inspection,4.74
1774795033.9838414,2.262,Inspection,4.74
1774795033.9881804,2.264,Inspection,4.75
1774795033.9924707,2.266,Inspection,4.75
1774795033.996813,2.268,Inspection,4.76
1774795034.0011501,2.27,Inspection,4.76
1774795034.0054543,2.272,Inspection,4.77
1774795034.009764,2.274,Inspection,4.77
1774795034.0141165,2.276,Inspection,4.77
1774795034.0188363,2.278,Inspection,4.78
1774795034.023218,2.28,Inspection,4.78
1774795034.0275393,2.282,Inspection,4.79
1774795034.0318615,2.284,Inspection,4.79
1774795034.036178,2.286,Inspection,4.8
1774795034.0404515,2.288,Inspection,4.8
1774795034.0447967,2.29,Inspection,4.81
1774795034.049123,2.292,Inspection,4.81
1774795034.053453,2.294,Inspection,4.81
1774795034.057823,2.296,Inspection,4.82
1774795034.062179,2.298,Inspection,4.82
1774795034.0665395,2.3,Moving on Conveyor,4.83
1774795034.0708866,2.315,Moving on Conveyor,4.83
1774795034.0752451,2.33,Moving on Conveyor,4.84
